organization,service,description,scheme,created,asset_url
Oracle Corporation,Oracle Cloud at Customer and Exadata Cloud at Customer,"<p>Oracle Cloud at Customer (OCC) provides customers with a real cloud environment to run their existing applications, including non-Oracle workloads, and cloud-native applications. OCC runs in customer data centers or in any location they choose, allowing compliance with data sovereignty regulation. With an on-premise implementation of OCC, customers get low latency connectivity from OCC to other applications and databases in their data center and customers can build cloud architectures that seamlessly combine Oracle Cloud in their datacenters with Oracle’s datacenters.</p>
<p>Exadata Cloud at Customer (ExaCC) enables full-featured Oracle databases to run on the Exadata platform in customers’ data centers, orchestrated by Oracle’s cloud software, with infrastructure managed by Oracle’s cloud experts.</p>",STAR Certification,2019-01-16 00:00:00,https://content-production.star.watch/oracle-corporation/2021-04-23_oracle-cloud-original.png
ExtraHop,Reveal(x) ,"<p>ExtraHop Reveal(x) is the industry leader in Network Detection and Response (NDR), providing complete east-west visibility, real-time threat detection inside the perimeter, and guided investigation through network traffic analysis (NTA) at scale.</p>
",CAIQ 4.0.2 Self-assessment,2021-11-19 21:30:20.568112,https://content-production.star.watch/extrahop/2021-03-04_extrahop-original.png
UserTesting,UserTesting Human Insight Platform,"<p>UserTesting's service provides on-demand human insights that quickly give companies a first-person understanding of how their target audience behaves throughout any experience and why.</p>
",CAIQ 3.1 Self-assessment,2020-05-21 00:00:00,https://content-production.star.watch/usertesting/2021-03-16_UT_Logo_RGB_Blue-original.png
Atlassian,Halp ,"<p>Halp is a modern ticketing help desk for humans that love Slack and Microsoft Teams. Empower your remote teams to be happier and more productive.</p>
",CAIQ 3.1 Self-assessment,2022-01-19 17:48:40.715651,https://content-production.star.watch/atlassian/2020-07-28_atlassian-logo-gradient-horizontal-blue_2x-original.png
ForgeRock Identity Cloud,ForgeRock Identity Cloud ,"<p>At ForgeRock , we help people safely and simply access the connected world by enabling exceptional digital experiences, no compromise security, and comprehensive functionality at any scale with simple, flexible, and rapid implementations. We do all of this with our unified identity platform — delivered as-a-service, with push-button deployments to any cloud, or into your own data center to create next-gen hybrid cloud with all the essential ForgeRock features. ForgeRock Identity Cloud gives our customers full power of a true identity platform delivered as a cloud service.</p>
",STAR Attestation,2021-06-30 00:00:00,https://content-production.star.watch/forgerock-identity-cloud/2022-01-12_forgerock-simplifies-identity-management-with-launch-of-forgerock-identity-cloud-e1586896538672-original.png
Quadient,Quadient Cloud,"<p>Amplify the power of our award-winning, industry-leading customer communications management solutions - Quadient Cloud, across your entire business ecosystem, from anywhere.</p>

<p>Create, update, preview, approve and deploy personalized customer communications with no IT involvement.</p>

<p>With Quadient Cloud, you will deliver an exceptional customer experience on-time, every time.</p>
",CAIQ 4.0.2 Self-assessment,2022-02-10 20:04:12.219713,https://content-production.star.watch/quadient/2021-03-04_quadient_copy-original.png
Entrust,Entrust Managed PKI,"<p>Entrust Managed PKI provides organizations the functionality and high assurance of PKI, without the costs, risks, and complexity of an on-premises solution. Entrust’s experts manage your organization’s PKI, helping to ensure best practices, policies, and procedures are applied to an organization’s certificates. The PKI is hosted in a highly available, fully redundant infrastructure with intelligent monitoring, robust data backup, and exceptional disaster recovery.</p>
<p>Entrust Managed PKI eliminates the need for in-house expertise, secure facilities, and hardware or software as our experts are at the helm ensuring the highest security without the hassle. This enables organizations to deploy faster without a need to acquire, install, and manage hardware or software. Plus, our Entrust experts provide 24x7x365 support and service management fit for your business needs. For more information, visit <a href=""%20https://www.entrust.com/digital-security/certificate-solutions/products/pki/managed-services/entrust-managed-pki-service"">this page.</a> </p>",CAIQ 3.1 Self-assessment,2021-09-30 00:00:00,https://content-production.star.watch/entrust/2021-03-04_entrust-original.png
Blackbaud,Blackbaud Online Express (OLX),"<p>In today’s online fundraising world, you need powerful, easy-to-use online tools to be successful. With Blackbaud Online Express' powerful online fundraising &amp; donation software, you can easily create unlimited, flexible donation forms and send and track effective email communications. Plus, this simple, smart, cloud-based tool is integrated with the industry’s leading Fundraising and CRM solution, Blackbaud Raiser’s Edge NXT®.</p>

<p>Blackbaud Online Express makes creating and sending mobile-responsive emails easy.</p>

<p>Reach your constituents quickly with pre-designed, mobile-friendly email templates created specifically for nonprofits<br>
Create appealing emails with an easy-to-use drag-and-drop editor, so you can add, remove, or revise content on the fly<br>
Make sure your message creates an impact by targeting your emails to distribution lists created in Blackbaud Raiser's Edge NXT<br>
Track the progress of your online initiatives with instant insight into how your communications are performing</p>
",CAIQ 3.1 Self-assessment,2022-01-25 22:43:44.046756,https://content-production.star.watch/blackbaud/2021-03-04_blackbaud-original.png
Blackbaud,Blackbaud CSRConnect,"<p>CSRconnect, our philanthropic and corporate social responsibility platform, makes it easy for corporations to manage employee giving programs of all shapes and sizes. From year-round matching gifts program to an annual pledge campaign, or even a hybrid of the two, we provide professionals, like you, with tools to help engage all of your employees. And we didn’t forget about you, the program manager! Program management is a cinch in our platform when you leverage our reliable payment distribution services, robust ad-hoc reporting tools, and take advantage of configurable segmentation functionality for an employee experience that increases participation.</p>
",CAIQ 3.1 Self-assessment,2021-03-04 17:04:34.151685,https://content-production.star.watch/blackbaud/2021-03-04_blackbaud-original.png
G42 Cloud Technology LLC,G42 Cloud Technology LLC,"<p>Provisioning, operation and maintenance of Artificial Intelligence and Big data enabled Cloud and Data Center Services including Infrastructure as a service (IaaS), Platform as a service (PaaS), Software as a service (SaaS) and Security Operation Center (SOC). </p>",STAR Certification,2020-11-12 00:00:00,https://content-production.star.watch/g42-cloud-technology-llc/2021-04-26_g42-original.png
Ovrture,Ovrture,"<p>Ovrture is a digital platform built for the top of the gift pyramid. You can create tailored cultivation sites for sharing key information (proposals, gift agreements, personal videos, specific fundraising priorities) with prospects. Ovrture also has a robust stewardship reporting feature for building impact reports for existing donors.</p>",CAIQ 3.1 Self-assessment,2021-07-21 00:00:00,https://content-production.star.watch/ovrture/2021-03-04_O-logo_2C-193x51-1-original.png
"PhishingBox, LLC",Security Awareness Training,"<p>PhishingBox provides security awareness training and phishing simulation through its online platform.  With the PhishingBox platform, an organization can conduct simulated phishing attacks and enroll users in security awareness training courses.  </p>",CAIQ 4.0.1 Self-assessment,2021-08-19 17:41:15.270672,https://content-production.star.watch/phishingbox-llc/2022-01-13_index-original.png
Oracle Corporation,Oracle SaaS Services - EPM Cloud,"<p>The Oracle Software as a Service (SaaS) provides customers with Enterprise Performance Management services all hosted in a cloud environment based on customer needs. Customers are able to manage various business components, which allows for scaling and tailoring to business needs. </p>",CAIQ 3.1 Self-assessment,2021-03-19 00:00:00,https://content-production.star.watch/oracle-corporation/2021-04-23_oracle-cloud-original.png
OfficeWork Software,OfficeWork Software,"<p>OfficeWork Software, a longtime leader and innovator in the org chart software industry, helps organizations fulfill their workforce charting and visualizations needs. Using our OrgChart software and advisory services companies can gain HR insights and improve efficiency. OfficeWork software has provided OrgChart solutions to thousands of organizations worldwide since 2005.</p>
",CAIQ 3.1 Self-assessment,2021-09-08 00:00:00,https://content-production.star.watch/officework-software/2021-03-04_officework-original.png
Blackbaud,Blackbaud Raiser's Edge NXT,"<p>Discover Blackbaud Raiser’s Edge NXT—the first truly comprehensive cloud-based fundraising and donor management software solution built specifically for nonprofits and the entire social good community. Learn how to drive your fundraising efforts, connect your organization, and work smarter and faster with Blackbaud Raiser’s Edge NXT.</p>",CAIQ 3.1 Self-assessment,2021-02-22 16:59:39.710166,https://content-production.star.watch/blackbaud/2021-03-04_blackbaud-original.png
Mimecast,Mimecast,"<p>Mimecast provides email management as a single service in the cloud that helps customers slash on-premise email storage requirements, ensure complete email availability, email security and email compliance, while providing services to help customers get more from their email.</p>
<p>Mimecast's core Services are Email Continuity, Security and Archiving.</p>
<p>Mimecast's service is low risk, future proof, immediately affordable, easy to implement and manage, and has a predictable cost profile over the many years of email management that lie ahead.</p>",CAIQ 3.1 Self-assessment,2021-08-31 16:29:27.067171,https://content-production.star.watch/mimecast/2019-03-21_mimecast-original.png
IBM Cloud,IBM Cloud Services,"<p></p><p>With IBM Cloud you have more ways to migrate, modernize and build innovative cloud apps today, and unlocking the value of all your data with analytics, machine learning, AI, and more. IBM Cloud services is a portfolio of hundreds of services built on the IBM Cloud and designed to meet the needs of customers worldwide. All IBM Cloud services are managed with a common security framework and part of a centralized ISO/IEC 27001 Certified Information Security Management System (ISMS) that provides an internationally recognized information security program and controls that are selected across industry best practices such as ISO/IEC 27002, 27017, 27018, NIST Special Publication 80-53, and others.</p><p></p>",CAIQ 4.0.2 Self-assessment,2022-02-07 00:00:00,https://content-production.star.watch/ibm-cloud/2018-04-09_ibm_cloud-original.png
Audit Dashboard Inc.,AuditDashboard,"<p>Simple, yet powerful enterprise-grade workflow solutions that make work easier for professionals and their clients. AuditDashboard helps accounting firms of all sizes increase efficiency, unlock capacity, and deliver a more connected, digital client experience. </p>
",Continuous CAIQ 3.1 Self-assessment,2022-02-28 17:31:38.498556,https://content-production.star.watch/audit-dashboard-inc/2021-04-21_auditdashboard-final-logo-2-48-original.png
"VMware, Inc.",VMware Cloud on Dell EMC,"<p>VMware Cloud on Dell EMC combines the simplicity and agility of the public cloud with the security and control of on-premises infrastructure, delivered as-a-service to data center and edge locations. This fully-managed VMware service provides simple, secure, and scalable infrastructure for customer’s on-premises datacenter and edge locations. This unique approach empowers you to focus on business innovation and differentiation, while VMware operates the entire infrastructure end-to-end.</p>
",CAIQ 3.1 Self-assessment,2021-05-06 19:10:21.187637,https://content-production.star.watch/vmware-inc/2018-01-24_VMware__Inc.-original.png
Pegasystems,Pega Cloud,"<p>Cloud Computing is a necessity for agile organizations that seek to enable applications to scale with consistent performance and meet a rapidly evolving security landscape. For enterprises, migrating customer engagement and digital process automation applications to the cloud requires an architecture built for the task.</p>

<p>Pega Cloud Services is a fully managed cloud that provides the tools, environments and operational support built for the enterprise. Clients can deploy their cloud globally on secured infrastructure designed to meet rigorous security and compliance requirements. With fast provisioning and a global support team, Pega Cloud Services enables enterprises to deliver applications and value to their organizations faster.</p>
",CAIQ 3.1 Self-assessment,2021-09-27 00:00:00,https://content-production.star.watch/pegasystems/2021-03-04_pega-original.png
Blackbaud,Blackbaud Award Management,"<p>​​The catalyst to improve student access to awards, create impactful stewardship practices, and enhance cross-functional visibility throughout the process.<br>
Improve Student Access to Scholarship Funds and Awards.<br>
A single website makes it easy to promote all scholarships on campus to your student population. Every student receives a unique view of scholarships for which they are most qualified. Our nightly integration with your student information management system shortens the time it takes to complete applications and improves the quality and accuracy of data on each application.</p>
",CAIQ 3.1 Self-assessment,2021-05-11 20:12:44.164446,https://content-production.star.watch/blackbaud/2021-03-04_blackbaud-original.png
"Mixpanel, Inc.","Mixpanel, Inc. ","<p>Mixpanel, Inc. (Mixpanel) is a cloud-based, user analytics platform that enables customers to learn from and act on their data.  It receives data from customers' websites and mobile applications globally and creates reports summarizing data in an interactive user interface (UI).  </p>
",CAIQ 3.1 Self-assessment,2021-06-02 18:25:20.431165,https://content-production.star.watch/mixpanel-inc/2021-01-20_mix-original.png
FTI Technology,FTI Technology,"<p>FTI Technology solves data-related business challenges, with expertise in legal and regulatory matters. As data grows in size and complexity, we help organizations better govern, secure, find, analyze and rapidly make sense of information. Innovative technology, expert services and tenacious problem-solving provide our global clients with defensible and repeatable solutions. Organizations rely on us to root out fraud, maintain regulatory compliance, reduce legal and IT costs, protect sensitive materials, quickly find facts and harness organizational data to create business value. For more information, please visit <a href=""www.fticonsulting.com"" target=""_blank"">www.ftitechnology.com</a>.</p>
",CAIQ 4.0.2 Self-assessment,2022-01-05 17:52:47.142214,https://content-production.star.watch/fti-technology/2022-01-05_fti-original.png
"VMware, Inc.",Horizon Cloud Control Plane,"<p>The Horizon Cloud Control Plane  is hosted by VMware  and provides services that enable the central orchestration and management of virtual desktops, remote desktop sessions, and remote applications for your users. Horizon Control Plane Services include the Horizon Cloud Administrator Console and additional optional features, such as Universal Brokering.</p>
",CAIQ 3.1 Self-assessment,2021-02-23 20:18:41.478819,https://content-production.star.watch/vmware-inc/2018-01-24_VMware__Inc.-original.png
Huawei Software Technologies,Huawei Software Technologies,"<p>HUAWEI CLOUD now distills 30-plus years of accumulated technology, innovation, and expertise in the ICT infrastructure field to offer customers everything as a service.
Cloud Service Name: HUAWEI CLOUD</p>",CAIQ 3.1 Self-assessment,2020-03-27 05:00:00,https://content-production.star.watch/huawei-software-technologies/2018-01-24_Huawei_Software_Technologies-original.png
"Yardi Systems, Inc.",Yardi Cloud Services,"<p>Yardi Systems, Inc. provides asset and property management software-as-a-service hosting services through a global network of third-party managed datacenters. Yardi Cloud Services supports many clients that span across a broad range of products and services, geographies and industries, including real estate management and financial and government organizations.</p>

<p>• Application suite with modules available to address specific needs, such as Maintenance, Construction, Asset Management, and Budgeting and Forecasting.<br>
• Management software targeted toward niche markets, such as Multifamily Housing, Senior Housing, Military Housing, Student Housing, Affordable Housing, Social Housing, Manufactured Housing, Condo, CO OP, Home Owners Association, Office, Industrial, Retail, Investment Management, Airports, Ports, Government, Self-Storage, and Parks and Recreation.<br>
• Ancillary offerings, such as Utility Billing, Energy Management, and Rent Café property listing and site management.</p>
",CAIQ 3.1 Self-assessment,2022-01-07 18:14:01.720884,https://content-production.star.watch/yardi-systems-inc/2022-01-25_Yardi__Primary__Gradient_2x-original.png
"DocuSign, Inc.",DocuSign Agreement Cloud,"<p>The DocuSign Agreement Cloud™ digitally transforms how you do business via contracts and other types of agreements. Choose from more than a dozen applications and more than 350 integrations, covering the entire agreement process—from preparing to signing, acting on, and managing agreements. By modernizing your system of agreement with the DocuSign Agreement Cloud, you’ll do business faster with less risk, lower costs, and better experiences for customers and employees.</p>",CAIQ 3.1 Self-assessment,2021-08-04 17:34:08.482053,https://content-production.star.watch/docusign-inc/2020-05-06_DS_Logo_Black_RGB-original.png
Microsoft,Microsoft Office 365,"<p>Office 365 is a multi-tenant cloud computing-based subscription service offering from Microsoft. Cloud computing has been defined by NIST as a model for enabling convenient, on-demand network access to a shared pool of configurable computing resources (e.g., networks, servers, storage, applications, and services) that can be rapidly provisioned and released with minimal management effort or cloud provider interaction. Further, as defined within NIST SP 800-145 (The NIST Definition of Cloud Computing), the service model for Office 365 is Software-as-a-Service (SaaS). SaaS is a model of software deployment whereby one or more applications and the computational resources to run them are provided for use on demand as a turnkey service. Its main purpose is to reduce the total cost of hardware and software development, maintenance, and operations. Security provisions are carried out mainly by the cloud provider. The cloud subscriber does not manage or control the underlying cloud infrastructure or individual applications, except for preference selections and limited administrative application settings.</p>",CAIQ 3.1 Self-assessment,2021-10-08 20:09:59.027526,https://content-production.star.watch/microsoft/2018-01-24_Microsoft-original.png
"Qualys, Inc","Qualys, Inc","<p><strong>Qualys</strong> </p>
<p>More than 11,000 global businesses in more than 130 countries trust Qualys to underpin digital transformation for greater agility, better business outcomes, and substantial cost savings.<br>
Hear what our customers have to say<br>
Born in the cloud, with a fresh approach to security</p>
<p>The Qualys Cloud Platform and its integrated apps help businesses simplify security operations and lower the cost of compliance by delivering critical security intelligence on demand and automating the full spectrum of auditing, compliance and protection for IT systems and web applications.</p>
<p>For up-to-date information, please visit <a href=""https://www.qualys.com"" target=""_blank"">Qualys.com</a> </p>
",CAIQ 4.0.2 Self-assessment,2022-01-17 18:05:42.184459,https://content-production.star.watch/qualys-inc/2021-03-16_qualys-logo-original.png
Frontify,Frontify,"<p>The all-in-one brand management platform, enriching brands with consistency and clarity – cloud-based efficiency for businesses of all sizes.</p>
",CAIQ 3.1 Self-assessment,2020-08-14 17:13:14.188282,https://content-production.star.watch/frontify/2021-04-21_frontifynook-500x500-transparent-original.png
Blackbaud,Blackbaud Financial Edge NXT,"<p>As a complete fund accounting software solution designed specifically for nonprofits and government entities, Blackbaud Financial Edge NXT delivers a better user experience with less manual effort. Effectively manage financial reporting, monitor and track program success, and support fundraising efforts, all in one complete nonprofit accounting software system built to streamline financial processes and ensure the overall integrity of your organization.</p>",CAIQ 3.1 Self-assessment,2021-02-22 17:01:20.024568,https://content-production.star.watch/blackbaud/2021-03-04_blackbaud-original.png
Blackbaud,Blackbaud Website Package,"<p>Website companies are everywhere – Our People and Process are the difference. Blackbaud has always been uniquely dedicated to the mission-driven organization. We help you to cultivate your multiple audiences and their diverse needs so you can make sure your visitors are inspired to take action when they walk through your virtual front door.</p>

<p>Peace of mind – we let you focus on your mission. We provide a solution built to meet accessibility standards and hosted in a PCI compliant environment.</p>

<p>Financially optimal – Our solution is built as a premium subscription with multiple options to fit your budget, providing you a website that wows, now and in the future. There is NO big capital expense. As a premium solution focused on the social good sector, we ensure that your organizations can drive ROI for your mission.</p>
",CAIQ 3.1 Self-assessment,2021-06-04 20:56:02.978968,https://content-production.star.watch/blackbaud/2021-03-04_blackbaud-original.png
Atlassian,Statuspage,"<p>Statuspage is a communication tool that helps you inform your users about outages and scheduled maintenance. Your users can subscribe to updates via email or text messages when you have an incident, and you can embed your system status directly into other interfaces and web properties so your customers always know what's going on.</p>
",CAIQ 3.1 Self-assessment,2022-01-19 17:59:45.87359,https://content-production.star.watch/atlassian/2020-07-28_atlassian-logo-gradient-horizontal-blue_2x-original.png
Microsoft,Microsoft Azure,"<p>Azure is a multi-tenant hyperscale cloud platform that is available or announced to customers in 60+regions worldwide. Most Azure services enable customers to specify the Region where their Customer Data will be located.  Microsoft may replicate Customer Data to other Regions within the same Geo for data resiliency but Microsoft will not replicate Customer Data outside the chosen Geo (e.g., United States). Microsoft makes Azure cloud environments available to customers: Azure public cloud service is available globally, Azure Government is available from 4 regions in the United States to US government agencies and their partners and Azure Germany provides services under a data trustee model, which ensures that Customer Data remains in Germany under the control of T-Systems International GmbH, a subsidiary of Deutsche Telecom, acting as the German data trustee.</p>",STAR Attestation,2020-11-18 00:00:00,https://content-production.star.watch/microsoft/2018-01-24_Microsoft-original.png
Integrated Telecom Company (ITC),Integrated Telecom Company,"<p>Cloud Service Description: Integrated Telecom Company (ITC) is a leading Saudi based telecom provider established in 2005. Since then, ITC has grown into one of today's fastest-growing telecom companies offering next-generation ICT solutions for broadband, connectivity, cloud computing, managed services, security services, satellite services and internet services for government, businesses, wholesale and consumers sectors.</p>",STAR Certification,2021-03-12 00:00:00,https://content-production.star.watch/integrated-telecom-company-itc/2021-03-04_Integrated-original.png
Atlassian,Jira Align,"<p>Jira Align enables large enterprises to harness the power of agility so they can innovate and compete at startup speed in the modern digital economy.</p>
",CAIQ 3.1 Self-assessment,2022-01-19 17:55:28.394158,https://content-production.star.watch/atlassian/2020-07-28_atlassian-logo-gradient-horizontal-blue_2x-original.png
SHL Group Ltd,SHL Group Ltd,"<p>SHL stands for great assessment.  As the global leader in talent innovation SHL helps organizations and their leaders address the most pressing talent priorities by providing an unparalleled view of their workforce.  Our unrivalled assessment service, benchmark data, extensive and analytic technology enable companies to influence genuine organizational change and drive tangible business outcomes from having the right people in the right roles at the right time.</p>
",CAIQ 3.1 Self-assessment,2020-09-21 00:00:00,https://content-production.star.watch/shl-group-ltd/2019-09-30_shl-original.png
Netskope,Netskope Cloud Security Services Platform,"<p>The industry's only SaaS, IaaS, and web security platform built from the start in one cloud. Unlike other tools, Netskope eliminates policy conflict through standardized categories across SaaS, IaaS and web. Built in the cloud, Netskope scales automatically to meet your needs.</p>",CAIQ 4.0.2 Self-assessment,2022-02-07 16:28:36.398758,https://content-production.star.watch/netskope/2018-11-20_netskope-original.png
IBM Cloud,IBM Cloud Infrastructure,"<p>IBM Cloud products and services include bare metal and virtual servers, networking, turnkey big data solutions, private cloud solutions, and more. Our unique advantages include the industry's first Network-Within-a-Network topology for true out-of-band access, and an easy-to-use customer portal and robust API for full remote-access of all product and service management options.</p>",CAIQ 4.0.2 Self-assessment,2022-02-04 00:00:00,https://content-production.star.watch/ibm-cloud/2018-04-09_ibm_cloud-original.png
"GitHub, Inc.",GitHub,"<p>GitHub is a Web-based Git version control repository hosting service. Primarily used for computer code, GitHub offers all of the distributed version control and source code management functionality of Git, as well as adding its own features. It provides access control and several collaboration features such as bug tracking, feature requests, task management, and wikis for every project.</p>
<p>GitHub offers both plans for private and free repositories on the same account which are commonly used to host open-source software projects.</p>",CAIQ 4.0.2 Self-assessment,2022-02-08 17:23:42.475384,https://content-production.star.watch/github-inc/2018-06-13_GitHub_Logo-original.png
"Dropbox, Inc.",Dropbox Business,"<p>Dropbox Business is a smart workspace and productivity platform which offers collaboration features such as secure file sync and share, version history, deletion recovery, live support, and a suite of administrator features for better control, visibility, and management. The Dropbox Business product includes the Standard, Advanced, and Enterprise plans, which offer specific feature packages tailored to different organizational needs. Dropbox Education is based on Dropbox Business but is designed specifically for the needs of higher education institutions.</p>",STAR Attestation,2021-12-14 19:34:35.862153,https://content-production.star.watch/dropbox-inc/2021-06-30_img-original.png
"Huawei Technologies Co., Ltd. OWS (Operation Web Services) Operation Center",Huawei Operation Web Services,"",STAR Certification,2020-11-12 00:00:00,https://content-production.star.watch/huawei-technologies-co.-ltd.-ows-operation-web-services-operation-center/2021-03-04_2018-01-24_Huawei_Software_Technologies-small-original.png
"Trellance, Inc.",IronSafe,"<p>IronSafe is a product hosted in AWS. The IronSafe solution extracts and transforms any report format, including PDFs, from any source system, into one secure database structure. The IronSafe allows the credit union or bank to import report data and translate multiple reports into of usable, customized dashboards and reports</p>
",CAIQ 3.1 Self-assessment,2021-12-29 19:08:17.757374,https://content-production.star.watch/trellance-inc/2022-01-26_f854e720-original.png
Oracle Corporation,Oracle Cloud Infrastructure,"<p>Oracle Cloud Infrastructure (OCI) is an IaaS that delivers on-premises high-performance computing power to run Cloud native and enterprise company’s IT workloads. OCI provides real-time elasticity for enterprise applications by combining Oracle's autonomous services, integrated security, and serverless compute. Available for public cloud.</p>
",STAR Attestation,2021-03-31 00:00:00,https://content-production.star.watch/oracle-corporation/2021-04-23_oracle-cloud-original.png
Atlassian,Bitbucket,"<p>Bitbucket is our Git repository management solution designed for professional teams. It gives you a central place to manage git repositories, collaborate on your source code and guide you through the development flow. </p>
",CAIQ 3.1 Self-assessment,2022-01-19 17:41:36.089547,https://content-production.star.watch/atlassian/2020-07-28_atlassian-logo-gradient-horizontal-blue_2x-original.png
4Science Srl,Dataverse,"<p><a href=""https://www.4science.it/en/dataverse/"">Dataverse</a> is an open source web application to share, preserve, cite, explore, and analyze research data giving academic credit and web visibility to researchers, data authors, publishers, data distributors, and affiliated institutions.</p>",CAIQ 3.1 Self-assessment,2020-11-24 22:24:32.987771,https://content-production.star.watch/4science-srl/2021-03-04_4science-badge-large-original.png
"Trellance, Inc.",IronSafe,"<p>IronSafe is a product hosted in AWS. The IronSafe solution extracts and transforms any report format, including PDFs, from any source system, into one secure database structure. The IronSafe allows the credit union or bank to import report data and translate multiple reports into of usable, customized dashboards and reports</p>
",STAR Attestation,2021-07-31 00:00:00,https://content-production.star.watch/trellance-inc/2022-01-26_f854e720-original.png
Blackbaud,Blackbaud Fundraiser Performance Management,"<p>Without the proper tools, transforming data into useful information for front-end fundraisers can be frustrating and time consuming—especially when trying to keep up with ever-growing campaign goals. Blackbaud Fundraiser Performance Management (formerly Reeher Platform) sets fundraisers up for success through a tailored approach that includes custom predictive models and easy-to-use technology, along with insights from—and access to—an unparalleled peer fundraising community.</p>
",CAIQ 3.1 Self-assessment,2021-02-22 16:59:13.964958,https://content-production.star.watch/blackbaud/2021-03-04_blackbaud-original.png
Siemens AG,DEOP,"<p>DEOP (Distributed Energy Optimization) is a cloud-based software which enables transparency, optimization and monetization of Distributed Energy Resources (DER).</p>
",CAIQ 4.0.2 Self-assessment,2022-02-01 16:53:47.5617,https://content-production.star.watch/siemens-ag/2021-04-23_logo_petrol_lightsand_370-original.png
Adobe,Adobe Captivate Prime,"<p>Adobe Captivate Prime is a cloud hosted Learning Management System that allows enterprise Learning and Development teams to drive personalized learning experiences for the employees and partners of their organization, across multiple devices.</p>",CAIQ 4.0.2 Self-assessment,2022-01-04 22:58:03.96186,https://content-production.star.watch/adobe/2020-07-21_adobe_logo-original.png
"VMware, Inc.",VMware Skyline,"<p>VMware Skyline is an innovative, proactive support service aligned with VMware Global Support Services.  VMware Skyline automatically and securely collects, aggregates, and analyzes product usage data which helps VMware Technical Support Engineers improve time-to-resolution and proactively resolve potential problems.  These capabilities transform support operations from a reactive, break/fix mode to a proactive, predictive, and prescriptive experience that produces even greater returns on your VMware support investment.</p>
",CAIQ 3.1 Self-assessment,2021-05-20 21:36:39.988772,https://content-production.star.watch/vmware-inc/2018-01-24_VMware__Inc.-original.png
Blackbaud,Blackbaud Merchant Services,"<p>Blackbaud Merchant Services is Blackbaud’s end-to-end payment processing solution that has helped nonprofits worldwide raise billions of dollars. As a Level 1 PCI service provider and payment gateway, Blackbaud meets the industry’s toughest data security standards.</p>

<p>Developed by payment experts for nonprofits just like yours, Blackbaud Merchant Services is designed to make payment processing simple, secure, and affordable.</p>

<p>Both a credit card gateway and processor, you benefit from the convenience and protection that comes from working with a single provider<br>
Easily process credit card and ACH (direct debit) transactions with integration to other Blackbaud solutions<br>
Receive funds when you need them with daily disbursements*<br>
It takes just minutes to set up, and you have access to real-time transaction information and reports.</p>

<p>*Customers processing U.S., Canadian, and Australian dollar transactions.</p>
",CAIQ 3.1 Self-assessment,2021-08-16 19:02:51.746891,https://content-production.star.watch/blackbaud/2021-03-04_blackbaud-original.png
ACCA Software S.p.A,usBIM,"<p>usBIM is the integrated system of applications and functions to manage the digitization of buildings and infrastructures in an easy, secure, shared and collaborative way.<br>
Here there are the main characteristics:<br>
- View and manage in an advanced way the file formats most used in the construction sector.<br>
- Deal with your construction project estimates and quantity surveying data.<br>
- Collaborate in real-time with the design, execution and maintenance teams.<br>
- Store or share your construction projects.<br>
- Manage issues and data directly in the cloud.<br>
- Create an online building information system by integrating the 3D model with data and documents together. <br>
- Create, edit and manage your text documents, e-mails, etc. in real time and in a collaborative workflow.<br>
- Position your 3D BIM models on the GIS map.</p>
",CAIQ 3.1 Self-assessment,2021-06-01 15:34:20.228405,https://content-production.star.watch/acca-software-s.p.a/2021-06-11_Logo-ACCA-software-original.png
Cisco Systems Inc,Cisco Systems Inc,"<p>Cisco Webex cloud services offer Webex Meetings and Webex Teams among other services.</p>
<p>Webex Meetings allows hosting online meetings with HD video, audio and screen sharing.</p>
<p>Webex Teams allows teams to collaborate by keeping the team members connected through messaging, file sharing, whiteboarding and calling.</p>",STAR Certification,2020-11-25 00:00:00,https://content-production.star.watch/cisco-systems-inc/2021-03-04_cisco-original.png
